Seq,input,output,json
9228,"제목: 우드와 그린으로 따뜻하게 꾸몄어요 / 태그: 1인소파,포인트소파,센스넘치는,내추럴거실,건재가구,내추럴식탁,우드원목식탁,원목식탁,내추럴주방,무광화이트,넉넉한수납책장,넉넉한책장,넉넉한침실,붙박이장인테리어,무광화이트주방,무광화이트,트렌디한주방,매트화이트,유로주방,한샘유로,블루벽지,남자파우더룸,블루책상,집중하기좋은,공부하기좋은,블루포인트,블루침실,시원한느낌,바다느낌,식물활용,식물인테리어,자연친화적인,우드컬러붙박이장,원목붙박이장,따듯한느낌,우드화장대,우드서랍장,원목서재,원목서재가구,작업이잘되는서재,유로501,유로501식탁,유로4인식탁,포근한소파,그린1인소파,베이지아트월,네추럴아트월 / 공간: spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0005,spa_9999 / 스타일: sty_0002 / 예산: cos_0005","대치동 한보미도2차아파트 34평형 A타입 아파트입니다. 방 3개, 욕실 1개로 구성되었고 오래된 아파트라 안방이 넓고 거실과 부엌이 분리된 구조입니다. 옛날 아파트 구조라 안방이 넓어 한 쪽벽에 붙박이장을 꽉 채워도 침대, 화장대, 서랍장까지 놓아도 충분합니다. 가구는 모두 우드컬러의 원목가구를 선택해 따뜻한 침실공간으로 꾸몄습니다. 퇴근 후 지쳐서 들어오는 남편을 위해 남편을 위한 공간을 꾸며주면 어떨까요? 남편은 이곳에서 책을 보거나 취미를 즐기기에 충분한 공간이됩니다. 고등학생 아들을 위한 방입니다. 침대와 책상으로만 꾸민 방이지만 블루컬러의 벽지를 사용해 포인트를 주었고 침대 배딩도 블루컬러를 사용해 통일감을 주었습니다.","{""keywords"": [""아파트"", ""대치동"", ""한보미도2차"", ""3개 방"", ""1개 욕실"", ""원목 가구""], ""style"": [""클래식"", ""따뜻한""], ""colors"": [""우드"", ""블루""], ""lighting"": [""자연광"", ""부드러운 조명""], ""space"": [""안방"", ""거실"", ""부엌"", ""고등학생 방""], ""furniture"": [""침대"", ""책상"", ""화장대"", ""서랍장"", ""붙박이장""], ""mood"": [""편안함"", ""아늑함""], ""composition"": ""넓은 공간에 가구가 배치된 모습"", ""camera_angle"": ""정면"", ""camera_params"": {""fov"": ""35mm"", ""aperture"": ""f/4"", ""iso"": ""200"", ""shutter"": ""1/60""}, ""negative"": []}"
12606,"제목: 화명코오롱하늘채2차,  한 끗의 차이가 다름을 만든다. 화이트&우드 인테리어 / 태그: 거실아트월,아트월인테리어,미가루버,하부조명,간접조명,거실인테리어,거실리모델링,거실수납장,대면형주방,주방아일랜드,아일랜드후드,주방인테리어,한샘부엌,한샘키친,부엌인테리어,드레스룸인테리어,행거형드레스룸,행거,루버,거실인테리어,실링팬,시스템에어컨,부엌인테리어,부엌리모델링,대면형주방,붙박이장,한샘붙박이장,맞춤수납,안방인테리어,아일랜드후드,아일랜드장,부엌인테리어,한샘부엌,욕실인테리어,안방욕실,부부욕실,호텔욕실,욕실조명,욕실인테리어,욕실젠다이,욕실파티션,샤워파티션,한샘바스,전실인테리어,전실꾸미기,파우더룸,파우더장,드레스룸인테리어,드레수룸꾸미기,현관인테리어,현관타일,한샘중문,슬라이딩중문,3연동중문 / 공간: spa_0008,spa_0001,spa_0009,spa_0010,spa_0003,spa_0007,spa_0011,spa_9999 / 스타일: sty_0002 / 예산: cos_0009","거실 거실 복도 끝에는 낮은행잉장을 설치하여 수납력을 높였고, 거실 아트월, 복도 끝 벽은 미가루버 및 하부조명 포인트로 모던하면서 네추럴한 분위기 조성 안방 / 드레스룸 수납력을 높이기 위해 한샘 맞춤 수납 붙박이장과 파우더룸에 한샘 행거형 드레스룸과 파우더장을 설치 안방욕실 600*600 베이지 컬러의 포세린 타일로 화사하면서 고급스러운 분위기 연출 샤워부스 설치로 습식, 건식 욕실 두 마리 토끼를 다 잡은 욕실","{""keywords"": [""거실"", ""복도"", ""수납"", ""아트월"", ""드레스룸"", ""욕실"", ""포세린 타일""], ""style"": [""모던"", ""네추럴""], ""colors"": [""베이지"", ""화이트""], ""lighting"": [""하부조명"", ""자연광""], ""space"": [""거실"", ""복도"", ""안방"", ""드레스룸"", ""욕실""], ""furniture"": [""낮은행잉장"", ""붙박이장"", ""행거형 드레스룸"", ""파우더장""], ""mood"": [""화사함"", ""고급스러움""], ""composition"": ""거실과 복도가 연결된 구조로, 아트월과 수납장이 조화를 이루며, 드레스룸과 욕실이 연결된 공간"", ""camera_angle"": ""wide"", ""camera_params"": {""fov"": ""24mm"", ""aperture"": ""f/4"", ""iso"": ""200"", ""shutter"": ""1/60""}, ""negative"": []}"
27846,"제목: 매그놀리아로 완성한 56평 인테리어 / 태그: 한샘바스,욕실인테리어,무광수전,한샘바스,욕실인테리어,조적세면대,한샘바스,욕실인테리어,조적세면대,조적파티션,한샘키친,주방인테리어,주방선반,주방수납장,한샘키친,주방인테리어,한샘유로,그레이스매그놀리아 / 공간: spa_0010,spa_0007 / 스타일: sty_0004 / 예산: cos_0009","키친│레이아웃 _ ㄱ자형에서 11자형으로, 더 넓고 더 편하게 키친│디테일 _ 브론즈 거울과 간접 조명으로 인테리어 포인트를","{""keywords"": [""키친"", ""ㄱ자형"", ""11자형"", ""브론즈 거울"", ""간접 조명""], ""style"": [""모던"", ""미니멀리즘""], ""colors"": [""브론즈"", ""화이트"", ""그레이""], ""lighting"": [""간접 조명"", ""자연광""], ""space"": [""주방"", ""넓은 공간""], ""furniture"": [""주방 가구"", ""식탁"", ""의자""], ""mood"": [""편안함"", ""세련됨""], ""composition"": ""넓고 편안한 주방 공간"", ""camera_angle"": ""정면"", ""camera_params"": {""fov"": ""50mm"", ""aperture"": ""f/2.8"", ""iso"": ""100"", ""shutter"": ""1/60""}, ""negative"": [""어수선한"", ""어두운""]}"
9751,"제목: -주방 거실편- 40평 우리집 주방에 아일랜드를 설치해보세요!! / 태그: 40평대,전체인테리어,관악휴먼시아2단지,한샘인테리어,관악구인테리어,드레스룸,한샘드레스룸,화이트드레스룸,한샘드레스룸,드레스룸꾸미기,드레스룸,한샘,시스템장,화이트드레스룸,한샘주방,한샘터치화이트,한샘유로300,관악구한샘주방 / 공간: spa_0001,spa_0010,spa_9999 / 스타일: sty_0002 / 예산: cos_0009",거실의 모습입니다! 아트월에는 TV를 매립할수 있는 공간을 만들어 벽과 TV가 하나된 아트월을 만들어 드렸습니다! 고객님은 거실에서 식사를 하기 원하셔서 식탁도 거실쪽으로 배치해드린 모습입니다^^,"{""keywords"": [""거실"", ""아트월"", ""TV"", ""식탁""], ""style"": [""모던"", ""미니멀리즘""], ""colors"": [""중립색"", ""화이트"", ""그레이""], ""lighting"": [""자연광"", ""부드러운 조명""], ""space"": [""오픈 공간"", ""넓은 거실""], ""furniture"": [""소파"", ""식탁"", ""의자""], ""mood"": [""편안함"", ""아늑함""], ""composition"": ""중앙에 식탁이 배치된 거실"", ""camera_angle"": ""정면"", ""camera_params"": {""fov"": ""35mm"", ""aperture"": ""f/4"", ""iso"": ""200"", ""shutter"": ""1/60""}, ""negative"": [""혼잡한"", ""어두운""]}"
8947,"제목: 부산 해운대구 좌동 엘지LG 43평, 전체 리모델링 / 태그: 우드,내추럴,브러쉬마루,미가루버,실링팬,간접조명,라운드천장,키친판넬,대면형주방,엘리카,아일랜드,유로700,그레이스사하라,간접조명,라인조명,타일욕실,파티션,조명거울 / 공간: spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0003,spa_0007,spa_9999 / 스타일: sty_0002 / 예산: cos_0009",부엌 부엌은 한샘 유로700 그레이스사하라가 들어간 아일랜드 구조로 디자인하였습니다. 사하라 사막의 모래 느낌의 컬러로 화이트 부엌에 질리신 고객님들께 추천해드리는 컬러입니다. 부엌 안쪽으로 키큰장과 냉장고들을 배치하여 최대한 효율적인 부엌 구조로 디자인하였습니다.,"{""keywords"": [""부엌"", ""아일랜드"", ""그레이스사하라"", ""효율적인 구조""], ""style"": [""모던"", ""미니멀리즘""], ""colors"": [""화이트"", ""그레이"", ""베이지""], ""lighting"": [""자연광"", ""부드러운 조명""], ""space"": [""부엌""], ""furniture"": [""아일랜드"", ""키큰장"", ""냉장고""], ""mood"": [""편안함"", ""세련됨""], ""composition"": ""중앙에 아일랜드가 위치하고, 주변에 키큰장과 냉장고가 배치된 구조"", ""camera_angle"": ""정면"", ""camera_params"": {""fov"": ""50"", ""aperture"": ""2.8"", ""iso"": ""100"", ""shutter"": ""1/60""}, ""negative"": []}"
16121,"제목: 안산 고잔푸르지오6차 44평형 화이트 투톤의 정석 / 태그: 베이창,거실확장,LED,평상,제타화이트,제타화이트,미니멀리즘,인칸토식탁,보조주방,포세린타일,제타화이트,미니멀리즘,인칸토식탁,보조주방,포세린타일,아치 / 공간: spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0003,spa_0005,spa_0007,spa_0004,spa_0011,spa_9999 / 스타일: sty_0002 / 예산: cos_0008",현관 왼쪽엔 행잉형 신발장 & 하부조명으로 더욱 세련된 느낌 오른쪽엔 펜트리룸으로 수납공간을 더욱 활용적으로 사용가능 바닥에서 천장까지 닿는 프리미엄 슬라이딩 중문 부엌&다이닝룸 다이닝룸에 들어가는 입구를 아치형게이트로 제작함으로 더욱 부드러워지는 가족과의 식사 상부장을 없애고 더욱 넓어지지만 보조주방의 추가로 부족해지지 않는 수납 안방 계절이불 수납과 아늑한 수면공간 분위기있는 슬라이딩 중문을 활용하여 파우더룸과 안방의 공간분리 파우더룸과 분리하여 공간활용의 다양성 아이방 옷장과 책상&책장의 절묘한 배치로 아기자기한 공간분리 드레스룸 정리정돈된 의류 및 가방 ACC 보관 화이트톤으로 화려한 드레스룸 발코니 베이지톤의 바닥타일로 차가워 보일 수 있는 발코니 시각적으로 따뜻한 느낌 화이트톤의 깔끔한 반침장으로 더욱 넓어진 수납공간 욕실 반건식 욕실 한샘바스 설계 공용욕실 따뜻한 테라조패턴 한샘바스 안방욕실 엣지있는 콘크리트&오닉스패턴의 한샘바스,"{""keywords"": [""현관"", ""신발장"", ""펜트리룸"", ""슬라이딩 중문"", ""부엌"", ""다이닝룸"", ""아치형 게이트"", ""안방"", ""파우더룸"", ""아이방"", ""드레스룸"", ""발코니"", ""욕실""], ""style"": [""모던"", ""세련된"", ""아늑한""], ""colors"": [""화이트"", ""베이지"", ""차가운 색조"", ""따뜻한 색조""], ""lighting"": [""하부조명"", ""자연광""], ""space"": [""현관"", ""부엌"", ""다이닝룸"", ""안방"", ""파우더룸"", ""아이방"", ""드레스룸"", ""발코니"", ""욕실""], ""furniture"": [""행잉형 신발장"", ""슬라이딩 중문"", ""아치형 게이트"", ""책상"", ""책장"", ""반침장""], ""mood"": [""아늑한"", ""편안한"", ""활용적인""], ""composition"": ""다양한 공간 활용을 보여주는 인테리어"", ""camera_angle"": ""wide shot"", ""camera_params"": {""fov"": ""24mm"", ""aperture"": ""f/4"", ""iso"": ""200"", ""shutter"": ""1/60""}, ""negative"": [""혼잡한"", ""어지러운"", ""어두운""]}"
18759,"제목: 노원구 월계동 그랑빌아파트 44평, 쾌적하게 완성한 그레이 포인트 리모델링 / 태그: 모던그레이욕실,미니멀그레이욕실,발코니우드타일,베란다우드타일,발코니수납장,에디타샌드&amp;화이트,펄그레이,한샘판넬,펄그레이키친,한샘펄그레이,모던주방,카라라비앙코,카라라타일,6각타일시공,터치화이트,터치화이트슬라이딩장,화이트붙박이장,한샘터치화이트,안방붙박이장,터치화이트,한샘터치화이트,한샘강마루,한샘월플러스,은은한아트월,넉찍하거실,밝은거실 / 공간: spa_0008,spa_0001,spa_0009,spa_0010,spa_0005,spa_0007,spa_0004,spa_0011,spa_9999 / 스타일: sty_0002 / 예산: cos_0008","공용욕실 타일 시공 - 벽(300*600타일), 바닥(300*300타일) 변기 및 세면대(한샘) 샤워파티션 설치 은경 슬라이딩장 및 욕실 악세사리 설치 안방욕실 타일 시공 - 벽(300*600타일), 바닥(300*300타일) 변기 및 세면대(한샘) 샤워파티션 설치 은경 슬라이딩장 및 욕실 악세사리 설치 현관 바닥 - 카라라 비앙코 6각 타일 중문 - 한샘 3연동 중문(고시형/망입유리) 신발장 - 사재(유광 화이트/하부띄움/간접조명) 베란다 벽 - 탄성 코트 도장 바닥 - 발코니 우드타일 터닝도어 설치 샷시 교체(LG슈퍼세이브/파워세이브/로이유리적용)","{""keywords"": [""욕실"", ""타일"", ""변기"", ""세면대"", ""샤워파티션"", ""슬라이딩장"", ""악세사리"", ""현관"", ""신발장"", ""베란다"", ""우드타일"", ""터닝도어"", ""샷시""], ""style"": [""모던"", ""미니멀리스트""], ""colors"": [""화이트"", ""그레이"", ""블랙""], ""lighting"": [""간접조명"", ""자연광""], ""space"": [""욕실"", ""현관"", ""베란다""], ""furniture"": [""변기"", ""세면대"", ""슬라이딩장"", ""신발장""], ""mood"": [""편안함"", ""청결함""], ""composition"": ""욕실과 현관이 조화를 이루는 구조"", ""camera_angle"": ""정면"", ""camera_params"": {""fov"": ""50"", ""aperture"": ""2.8"", ""iso"": ""100"", ""shutter"": ""1/60""}, ""negative"": []}"
11421,"제목: 송도 롯데캐슬캠퍼스타운 42py / 태그: 매트화이트,라인조명,슬림소프트3연동중문,플랫화이트현관장,실링팬,우물천장,다운라이트 / 공간: spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0003,spa_0005,spa_0007,spa_0011,spa_9999 / 스타일: sty_0002 / 예산: cos_0008","슬림소프트 중문은 일반 3연동 중문과는 다르게 디바이딩이 들어가 있고, 컬러도 크림색상이라서 고객님께서 굉장히 만족해하셨던 부분입니다:) 현관 조명도 다운라이트 간접조명으로 시공하여 조금 더 깔끔하게 연출하였습니다. 이번 안방의 포인트는 드레스룸 입구를 아치게이트로 변경한 것입니다^^ 기존 문이 있는 것보다 훨씬 확장되어 넓어보이게 연출하였고, 문을 없애면서 보여지는 공간으로 바뀌었으니 시스템행거 보다는 붙박이장을 추천드려 조금 더 깔끔한 느낌으로 설계하였습니다:) 드레스룸은 화장대, 에어드레서도 같이 빌트인 제품을 사용하여 깔끔하게 시공하였습니다. 바스같은 경우는 어린 자녀가 있으신 고객님을 위해 관리하시기 편한 한샘바스로 추천드렸고, 거실바스는 아이들을 씻길 수 있는 욕조타입으로, 안방은 스탠드 샤워가 편하신 고객님께 맞춰 파티션 타입으로 시공하였습니다:) 서재에도 간편한 옷들과 수납을 하실 수 있게 빌트인 화장대와 붙박이장을 설치하였습니다^^","{""keywords"": [""슬림소프트 중문"", ""크림색상"", ""다운라이트 간접조명"", ""아치게이트"", ""붙박이장"", ""빌트인 화장대"", ""욕조타입"", ""파티션 타입""], ""style"": [""모던"", ""미니멀리즘""], ""colors"": [""크림색"", ""화이트"", ""베이지""], ""lighting"": [""다운라이트"", ""간접조명""], ""space"": [""현관"", ""안방"", ""드레스룸"", ""서재"", ""욕실""], ""furniture"": [""붙박이장"", ""화장대"", ""에어드레서"", ""욕조""], ""mood"": [""깔끔"", ""편안"", ""현대적""], ""composition"": ""중문과 아치게이트가 있는 공간, 빌트인 가구가 배치된 안방과 드레스룸"", ""camera_angle"": ""wide shot"", ""camera_params"": {""fov"": ""24mm"", ""aperture"": ""f/4"", ""iso"": ""200"", ""shutter"": ""1/60""}, ""negative"": [""혼잡한 공간"", ""어두운 조명""]}"
22044,"제목: 선학동 윤성아파트 24평, 1인가구를 위한 미니멀 인테리어 / 태그: 무드화이트,비스포크냉장,간접조명,한샘바스,테라조화이트,휴장판,실크벽지 / 공간: spa_0008,spa_0001,spa_0009,spa_0010,spa_0003,spa_0007,spa_9999 / 스타일: sty_0004 / 예산: cos_0005","거실 24평형의 주방을 조금 길게 빼게 되어 거실이 조금 좁아졌지만, 1인 가구를 위한 티비와 소파가 들어가기에는 충분한 공간입니다^^ 색감 있는 가구와 어우러지도록 바닥재, 벽지 모두 밝은 톤으로 설계되었고, 아트월 부분에도 따로 포인트를 주지 않았지만 밋밋해 보이지 않도록 티비 하단 부에 선반을 설치해 인테리어 효과를 주었습니다. 주방 주방은 기존의 ㅡ자 주방에서 ㄱ자로 구조변경을 하였습니다. 식탁이 위치할 자리가 마땅치 않아 아일랜드 식탁으로 대체하여 아래쪽은 수납이 가능하게 설계하였습니다. 주방 옆부분의 다용도실은 냉장고 공간 확보를 위해 슬라이딩 도어로 교체하여 훨씬 깔끔하고 편리하게 변경하였습니다. 안방 안방은 기본적으로 가지고 오시는 가구와 잘 어우러지고 깔끔한 느낌이 날 수 있게 화이트톤의 실크 벽지로 시공하였습니다. 드레스룸 한 쪽 벽은 붙박이장, 한 쪽 벽은 시스템행거를 시공하여 수납을 더욱 확보 했습니다. 붙박이장에는 이불 또는 계절 옷들은 보관하고, 시스템장에는 자주 입는 옷들을 걸어주시면 보다 편하게 드레스룸 사용이 가능합니다. 욕실 혼자 생활할 땐 간편하고 편리하게 청소 가능한 게 정말 중요하다고 생각합니다:) 그래서 줄눈이 따로 들어가지 않아 관리가 편리한 한샘바스로 시공하였고, 깔끔하고 따뜻한 느낌이 나는 테라조 화이트 판넬을 사용하였습니다.","{""keywords"": [""거실"", ""주방"", ""안방"", ""드레스룸"", ""욕실"", ""1인 가구""], ""style"": [""모던"", ""미니멀리즘""], ""colors"": [""밝은 톤"", ""화이트"", ""색감 있는 가구""], ""lighting"": [""자연광"", ""부드러운 조명""], ""space"": [""24평형"", ""좁은 거실"", ""ㄱ자 주방"", ""아일랜드 식탁"", ""다용도실""], ""furniture"": [""소파"", ""티비"", ""아일랜드 식탁"", ""붙박이장"", ""시스템행거""], ""mood"": [""깔끔"", ""편리"", ""따뜻한""], ""composition"": ""거실과 주방이 연결된 구조, 안방과 드레스룸이 분리된 구조"", ""camera_angle"": ""wide shot"", ""camera_params"": {""fov"": ""24mm"", ""aperture"": ""f/4"", ""iso"": ""200"", ""shutter"": ""1/60""}, ""negative"": [""어두운 색상"", ""복잡한 디자인""]}"
25934,"제목: 비확장인데 고급지게 넓어보이는 클래식 인테리어 / 태그: 냉장고장,화이트인덕션,화이트후드,침니후드,플랩장,루체화이트,ㅡ자주방,키큰장,멀티룸,서재,피시방,리클라이너,수납장,책장,책상,브론즈유리,빌트인,바흐원목마루,벽등,포인트등,복도인테리어,비확장,폴딩도어,다운라이트,베이지인테리어,금호어울림,화이트인테리어,따뜻한거실,스윙중문,중문,프리미엄스윙비대칭,중앙장식장,무드화이트,유로클래식도어,붙박이장,티비장,다운라이트,아늑한침실,수납,행잉형현관장,중앙장식장,무드화이트,신발장 / 공간: spa_0008,spa_0001,spa_0009,spa_0010,spa_0005,spa_0011,spa_9999 / 스타일: sty_0005 / 예산: cos_0007","화이트 행잉형 현관장과 중앙 장식장으로 꾸며진 현관 인테리어 입구인 현관부터 보여드리겠습니다. 현관에는 프리미엄 스윙 비대칭형 중문 을 두었습니다. 편하게 밀고 당기고 하여 문을 열 수 있어요. 프라이버시를 중요시 생각한다면 유리를 투명유리 말고 다른 유리로 변경하실 수 있습니다. 비확장이지만 확장한것 처럼 넓어보이는 폴딩도어를 설치한 거실 거실은 확장대신 폴딩도어 를 두어 확장하지 않고도 개방감 이 들 수 있게끔 설계하였습니다. 폴딩도어를 뒁 소음차단, 단열성까지 확보하실 수 있어요. 거실 메인등을 두고 주변에는 다운라이트를 설치하여 밝기를 조절하실 수 있습니다. 침실과 공용욕실 사이의 벽을 포인트 조명을 달아주어 집의 분위기가 한층 포근하게끔 만들어주었습니다. 멀티룸입니다. 업무적인 용도로 쓰실 수 있고 게임을 좋아하시는 분들이라면 요즘 방에 피시방 처럼 만드시는 분들도 많으신데요, 뒤에 벽에 빌트인 수납장으로 채워주었고, 도어는 브론즈유리와 화이트 도어 로 조합을 두어 평범하지 않고 고급스러운 느낌을 줍니다.","{""keywords"": [""현관"", ""거실"", ""침실"", ""멀티룸"", ""폴딩도어"", ""스윙 중문"", ""포인트 조명"", ""빌트인 수납장""], ""style"": [""모던"", ""고급스러운""], ""colors"": [""화이트"", ""브론즈""], ""lighting"": [""자연광"", ""다운라이트"", ""포인트 조명""], ""space"": [""현관"", ""거실"", ""침실"", ""멀티룸""], ""furniture"": [""행잉형 현관장"", ""중앙 장식장"", ""빌트인 수납장""], ""mood"": [""편안한"", ""포근한"", ""개방감 있는""], ""composition"": ""현관 입구에서 거실과 멀티룸으로 이어지는 구조"", ""camera_angle"": ""정면"", ""camera_params"": {""fov"": ""35mm"", ""aperture"": ""f/4"", ""iso"": ""200"", ""shutter"": ""1/60""}, ""negative"": [""혼잡한"", ""어두운"", ""지저분한""]}"
10621,"제목: 우리 가족, 마주 앉아 대화할 시간이 필요하다면? / 태그: 가족모임,편안한거실,편안한컬러,대면형주방,대화하며요리,넉넉한조리공간,매트화이트,매트화이트주방,심플키친,깔끔한주방,바흐드레스룸,오픈형드레스룸,화이트오픈장,바흐인피니소파,넉넉한소파,내추럴소파,포근한소파,밀란디오소파테이블,밀란디오,디오소파테이블,빌트인플러스거실장,빌트인플러스거실,거실수납,빌트인플러스수납,빌트인플러스TV장,빌트인플러스거실장,서재붙박이장,서재공간활용,화이트도어옷장,서재벽면활용,서재알레선반,알레선반,h형책상,서재타공판,서재책보관,서재선반,서재화이트선반,대면형서재,심플한드레스룸,침실드레스룸,침실오크서랍장,아이디s세트,아이디s,아이디침대,아이디책상,공부방만들기,아이디s수납침대,아이디s침대,아이방빈백,아이디s책상,5단책상,집중잘되는,오래사용책상,필기구보관,문제집보관,아이디s책상세트,아이디s책상,똑똑한책상,오래사용책상,유로603,유로603침대,원목침실,따뜻한침실,내추럴침실,유로603침실,유로603침대,원목침대,오크침대,유로603침실,유로603화장대,오크서랍장,침대헤드무드등,아늑한침실,나무결침대,유로603침대,침실드레스룸,바흐드레스룸,바흐드레스룸화이트,티타임,홈카페,아일랜드홈카페,포인트아일랜드,화이트키친,매트화이트,포인트아일랜드,유로매트화이트,화이트키친,매트화이트,포인트아일랜드,유로매트화이트,매트화이트리모델링,h형서재,h형책상서재,화이트서재 / 공간: spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0003,spa_0005,spa_9999 / 스타일: sty_0002 / 예산: cos_0002","보고만 있어도 포근한 거실, 오래 머무르고 싶은 거실. 편안한 거실을 만들기 위해 강하지 않은 편안한 컬러로 구성했습니다. 빌트인플러스로 완성한 거실장은 슬라이딩 도어가 있어 수납물을 가리거나 TV를 보지 않을 때는 TV를 가릴 수 있어요. 어마어마한 수납량으로 가족의 라이프스타일에 따라 책이나 생필품 등 갈 곳 없던 수납물을 해결해줍니다. 한샘 키친&바스 대리점 하나아이앤디에서 제안하는 가족의 부엌 공간입니다. ‘자꾸 이야기 하고 싶은 공간’을 만들기 위해서 부엌에서 거실까지 자연스럽게 연결되도록 설계를 했어요. 조리 공간으로도, 티타임을 즐기는 홈카페로도, 식사하는 식탁으로도 활용 가능한 아일랜드는 거실과 부엌을 구분해주기도하지만 동시에 거실과 부엌에 있는 가족이 마주볼 수 있는 공간이 됩니다. ""우리 부부 힐링 공간, 안방"" 내추럴한 오크컬러로 편안함을 ㅡ 서랍장, 침대, 화장대로 심플하게 꾸민 인방이에요. 편안한 컬러의 오크원목 소재 유로 603 침실 세트를 배치했습니다. 가구가 많으면 자칫 방이 좁아 보일 수 있기 때문에 너무 키 높은 가구보다는 안정감을 주는 높이로 선택했어요. 나만의 공간이 필요한 중고생, 한창 섬세할 시기, 공부하는 학생에게는 어느 때 보다 중요한 나이. 자녀방은 아이디S 세트로 꿈을 키워나갈 수 있는 공간을 만들었습니다. 한창 개인 아이템이 많을 여중생이라는 걸 고려해 넉넉한 수납공간의 5단 책상 세트와 책장을 함께 배치했어요. 수납공간이 넉넉하게 나눠져 있어 문제집, 교과서, 소설책 등 다양한 서적을 테마에 맞춰 정리하기 좋고, 필기구 등을 수납할 학용품 서랍도 따로 있어요. 3단 서랍장은 아직은 비밀이 많을 자녀를 위한 보물함이 됩니다. 수납공간을 최대한 확보하기 위해 작은 방은 가족의 옷방 겸 서재로 만들었어요. 한쪽 면은 벽면 크기에 맞춰 설계할 수 있는 붙박이장으로 가족의 계절옷, 이불등을 알차게 수납했습니다. 깔끔한 화이트도어로 한 면을 채워 서재 가구가 함께 있어도 복잡하지 않죠.","{""keywords"": [""거실"", ""부엌"", ""안방"", ""자녀방"", ""수납공간"", ""편안함"", ""자연스러운 연결""], ""style"": [""내추럴"", ""심플"", ""모던""], ""colors"": [""오크"", ""부드러운 색상"", ""화이트""], ""lighting"": [""자연광"", ""부드러운 조명""], ""space"": [""거실"", ""부엌"", ""안방"", ""자녀방"", ""작은 방""], ""furniture"": [""슬라이딩 도어 거실장"", ""아일랜드"", ""침대"", ""서랍장"", ""화장대"", ""5단 책상 세트"", ""책장"", ""붙박이장""], ""mood"": [""편안함"", ""힐링"", ""따뜻함""], ""composition"": ""거실과 부엌이 자연스럽게 연결된 공간 구성"", ""camera_angle"": ""wide shot"", ""camera_params"": {""fov"": ""24mm"", ""aperture"": ""f/4"", ""iso"": ""200"", ""shutter"": ""1/60""}, ""negative"": [""어두운 색상"", ""혼잡한 공간"", ""복잡한 가구 배치""]}"
11219,"제목: '46평' 가성비 내추럴 홈인테리어 / 태그: 거실인테리어,홈인테리어,드레스룸인테리어,알파룸인테리어,홈인테리어,안방인테리어,침실인테리어,홈인테리어,욕실인테리어,홈인테리어,침실인테리어,안방인테리어,홈인테리어,침실인테리어,자녀방인테리어,홈인테리어,키친인테리어,주방인테리어,홈인테리어,현관인테리어,홈인테리어,홈인테리어,거실인테리어 / 공간: spa_0008,spa_0001,spa_0009,spa_0010,spa_0002,spa_0003,spa_0007,spa_0011,spa_9999 / 스타일: sty_0002 / 예산: cos_0009",<침실> -성인 자녀의 각자 프라이빗한 공간 연출 -안방은 오로지 부부만을 위한 공간으로 무드있게 연출 -작은 드레스룸과 파우더장으로 아내를 위한 공간 제안 <거실욕실&안방욕실> -거실 욕실 롱젠다이 신설로 깔끔한 욕실 완성 -안방 욕실은 거울 조명을 통한 분위기 있고 세련된 느낌의 욕실로 재탄생,"{""keywords"": [""침실"", ""거실"", ""욕실"", ""프라이빗 공간"", ""무드"", ""세련된""], ""style"": [""모던"", ""미니멀리즘""], ""colors"": [""중립색"", ""파스텔톤""], ""lighting"": [""부드러운 조명"", ""거울 조명""], ""space"": [""안방"", ""거실"", ""욕실""], ""furniture"": [""침대"", ""드레스룸"", ""파우더장"", ""세면대""], ""mood"": [""아늑한"", ""편안한"", ""세련된""], ""composition"": ""침실과 욕실이 조화를 이루는 구조"", ""camera_angle"": ""45도 각도"", ""camera_params"": {""fov"": ""35mm"", ""aperture"": ""f/2.8"", ""iso"": ""200"", ""shutter"": ""1/60""}, ""negative"": [""혼잡한"", ""어수선한""]}"
