Seq,input,output,json
19222,"제목: 웨인스코팅으로 아트월 완성 / 태그: 대구달서구유천동월배아이파크2차평면도,대구월배아이파크2차33평,평면도,붙박이장,자녀방인테리어,침실인테리어,서재인테리어,멀티룸인테리어,자녀방인테리어,침실인테리어,안방인테리어,웨인스코팅,중문,드레스룸인테리어,한샘웨인스코팅보드,클래식인테리어,한샘웨인스코팅보드,클래식인테리어,거실인테리어,아파트인테리어,한샘실링팬,한샘주방디자인 / 공간: spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0002,spa_0005,spa_0007,spa_0011,spa_9999 / 스타일: sty_0003 / 예산: cos_0009",한샘 중문도 다양한 디자인과 많은 종류가 있지만 대구 달서구 월배아이파크2차 33평 현장은 한샘 라운드 프리미엄 스윙 중문을 골라 클래식함에 현대 트렌드 같이 두 마리 토끼랑 다 잡아 드렸습니다! 현관장 또한 골드 손잡이와 중앙 장식장을 시공해 편리함과 디자인까지 확보하였습니다 !,"{""keywords"": [""한샘"", ""중문"", ""클래식"", ""현대"", ""디자인"", ""현관장"", ""골드 손잡이""], ""style"": [""클래식"", ""모던""], ""colors"": [""골드"", ""중립색""], ""lighting"": [""자연광"", ""부드러운 조명""], ""space"": [""현관"", ""33평""], ""furniture"": [""중문"", ""현관장"", ""장식장""], ""mood"": [""편안함"", ""세련됨""], ""composition"": ""중문과 현관장이 조화를 이루는 구성"", ""camera_angle"": ""정면"", ""camera_params"": {""fov"": ""50mm"", ""aperture"": ""f/2.8"", ""iso"": ""100"", ""shutter"": ""1/60""}, ""negative"": []}"
10343,"제목: L-D-K 구조의 알찬 신혼하우스 / 태그: ㄱ자주방,ㄱ자주방제안,주방키큰장,그레이톤침실,호텔형침실,침대협탁패널,넉넉한수납,화이트키친,요리하고싶어지는,넓은조리공간,다크그레이휴판넬,답답하지않은욕실,욕조없는,멀티형거실,작은거실인테리어,신혼부부거실,월넛거실,블랙거실,밀란중문,먼지차단,외풍차단,심플중문,3연동중문,바흐드레스룸,신혼부부옷장,오픈형드레스룸,바흐드레스룸낮은장,드레스룸낮은장,신혼부부드레스룸,바흐아일랜드장,모던아일랜드장,바흐아일랜드장,모던아일랜드장,악세사리보관,빌트인플러스블랙,발코니수납,발코니오픈장,서재빌트인플러스,서재h형책상,신혼부부서재,소파대신,소파없는거실,벤치형의자거실,거실테이블,거실다이닝,신혼부부침실,호텔형침대,고급진침실,신혼부부화장대,간단한파우더장,모던파우더장,심플현관장,신혼부부현관장,좁은현관신발장,월넛AV장,우드거실장,유로주방,화이트주방,수납공간,화이트서재,h형서재책상,빌트인플러스서재 / 공간: spa_0008,spa_0001,spa_0009,spa_0010,spa_0003,spa_0005,spa_0007,spa_0004,spa_0011,spa_9999 / 스타일: sty_0002 / 예산: cos_0004","거실에는 소파 대신 큰 테이블을 놓아줬어요. 평소에는 벤치형 의자에 기대서 tv시청을 하거나 취미 생활을 하는 공간으로 사용하다가 식사 시 다이닝 공간으로 활용해보세요. 모던한 그레이톤으로 맞춘 부부침실입니다. 침대와 협탁패널을 같이 배치하여 일체감이 있고 깔끔한 인테리어가 가능해요. 방의 구조의 알맞게 드레스룸을 설계한다면 옷을 찾는 시간도 절약되고, 옷을 보관하는 방법도 쉬워지는데요. 이 드레스룸은 짧은 장과 긴 장 그리고 거울도어가 달린 수납장까지 배치하여, 한 공간에서 외출준비를 한 번에 해결할 수 있도록 했습니다.","{""keywords"": [""거실"", ""테이블"", ""벤치형 의자"", ""TV"", ""취미 생활"", ""식사 공간"", ""모던"", ""그레이톤"", ""부부침실"", ""침대"", ""협탁패널"", ""드레스룸"", ""수납장"", ""거울도어""], ""style"": [""모던""], ""colors"": [""그레이"", ""화이트""], ""lighting"": [""자연광"", ""부드러운 조명""], ""space"": [""거실"", ""부부침실"", ""드레스룸""], ""furniture"": [""테이블"", ""벤치형 의자"", ""침대"", ""협탁패널"", ""수납장""], ""mood"": [""편안함"", ""깔끔함""], ""composition"": ""거실과 부부침실이 연결된 구조로, 드레스룸이 포함된 공간"", ""camera_angle"": ""정면"", ""camera_params"": {""fov"": ""50"", ""aperture"": ""2.8"", ""iso"": ""100"", ""shutter"": ""1/60""}, ""negative"": []}"
15139,"제목: 화이트에 우드 한방울 / 태그: 자녀방인테리어,한샘수납장,조적파티션,욕실인테리어,포세린타일,한샘매트화이트붙박이장,파우더장,빌트인장,한샘매트화이트,안방수납,한샘주방,무드화이트,사각싱크볼,병렬형주방 / 공간: spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0007,spa_9999 / 스타일: sty_0002 / 예산: cos_0006",거실 확장 을 하고 라운드형 우물천장을 만들어 실링팬+매립조명 을 사용하였습니다. 밋밋해 보일 수있는 tv벽은 인테리어월 을 사용하여 포인트를 주었습니다. 거실을 확장하고 기존 세탁기 위치를 안방발코니로 이동을 했습니다. 물론 설비공사도 함께 이뤄져야지 가능합니다. 발코니 출입문을 터닝도어로 많이들 하시는데 터닝도어 앞으로 한샘 젠 슬라이딩 도어 를 시공하여 인테리어월과 매치하였습니다. 거실욕실은 600사이즈 포세린타일을 사용했고 하프조적 파티션으로 샤워공간과의 구분을 했습니다. 유리로 된 파티션보다 타일로 된 파티션이 관리도 편하고 선반으로도 사용할 수 있기 때문에 욕실인테리어를 하신다면 조적파티션 을 추천드립니다. 침실공간은 부족한 수납공간을 확보하기 위해 한샘매트화이트 붙박이장과 한샘파우더장을 ㄱ자로 연결하여 설계했습니다. 단독 화장대 보단 한샘 빌트인 파우더장을 선택하시면 붙박이장과 연결되어 하나처럼 보이기 때문에 공간이 넓어보이는 효과를 줍니다. 사랑스러운 아이가 지낼 공간입니다. 벽면 한곳을 아이가 좋아하는 컬러로 투톤으로 나눠 시공하였습니다. 아기자기한 소품들로 꾸민 자녀방 입니다.,"{""keywords"": [""거실"", ""욕실"", ""침실"", ""아이방"", ""인테리어"", ""슬라이딩 도어"", ""파티션"", ""붙박이장""], ""style"": [""모던"", ""미니멀리즘""], ""colors"": [""화이트"", ""파스텔"", ""투톤""], ""lighting"": [""매립조명"", ""실링팬""], ""space"": [""거실"", ""욕실"", ""침실"", ""발코니""], ""furniture"": [""붙박이장"", ""파우더장"", ""슬라이딩 도어"", ""화장대""], ""mood"": [""아늑함"", ""사랑스러움"", ""편안함""], ""composition"": ""거실과 욕실, 침실이 조화롭게 배치된 구조"", ""camera_angle"": ""wide shot"", ""camera_params"": {""fov"": ""24mm"", ""aperture"": ""f/4"", ""iso"": ""200"", ""shutter"": ""1/60""}, ""negative"": [""혼잡한 공간"", ""어두운 조명""]}"
17239,"제목: 광주 소촌동 라인2차 24평형, 베이지와 그레이의 조합으로 미니멀한 집을 / 태그: 미니멀인테리어,월플러스,모던인테리어,베이지인테리어,그레이인테리어,안방인테리어,화장대,욕실인테리어,휴판넬,휴플로어,은경슬라이딩장,레인샤워수전,주방인테리어,매립등,장식등,키친판넬,화이트인테리어,미니멀인테리어,월플러스,모던인테리어 / 공간: spa_0008,spa_0001,spa_0009,spa_0010,spa_0003,spa_0007,spa_9999 / 스타일: sty_0002 / 예산: cos_0006","안방은 편안한 휴식을 위해 화장대와 침대를 제외한 다른 제품은 시공하지 않고, 깔끔한 공간을 마련해드렸습니다. [드레스룸 시공 제품명] - 시스템장 모델: 바흐그레이 드레스룸은 가장 편하게 사용할 수 있는 11자형 구조로 설계했습니다. 입구 우측 시스템장의 가운데는 악세사리와 가방을 수납할 수 있는 장을 시공하여 편리한 수납이 가능하게 했습니다. 또한 악세사리를 걸 수 있는 후크와 행잉걸이를 달아 편리함을 더했습니다. 한샘의 바흐드레스장은 리얼 우드 느낌의 엠보 PP 표면재를 사용한 프리미엄 제품으로, 다양한 옵션이 있기 때문에 고객님들이 원하는 드레스룸을 연출할 수 있습니다! [입구방 시공 제품명] - 붙박이장 모델: 무드베이지 입구방은 부족한 수납을 해결하기 위해 붙박이장을 제외한 다른 제품은 시공하지 않았습니다. 붙박이장은 부엌과 톤을 맞추어 무드베이지 도어를 설계했습니다. *주요시공: 붙박이장","{""keywords"": [""안방"", ""드레스룸"", ""붙박이장"", ""편안한 휴식"", ""수납""], ""style"": [""모던"", ""미니멀리즘""], ""colors"": [""무드베이지"", ""리얼 우드""], ""lighting"": [""자연광"", ""부드러운 조명""], ""space"": [""안방"", ""드레스룸"", ""입구방""], ""furniture"": [""침대"", ""화장대"", ""시스템장"", ""붙박이장""], ""mood"": [""편안함"", ""깔끔함""], ""composition"": ""드레스룸과 붙박이장이 조화를 이루는 구조"", ""camera_angle"": ""정면"", ""camera_params"": {""fov"": ""35mm"", ""aperture"": ""f/4"", ""iso"": ""200"", ""shutter"": ""1/60""}, ""negative"": [""혼잡한 공간"", ""어두운 조명""]}"
9115,"제목: 33평 동작구 대방동 대방 대림아파트 심플 차콜 / 태그: 민트벽지,민트침실,블랙현관문 / 공간: spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_0011,spa_9999 / 스타일: sty_0002 / 예산: cos_0005",우드 무늬결을 살린 멋진 블랙필름을 입힌 현관문과 중문사이 꼭지점 마다 있는 검은 무늬가 이어져 모던한 느낌을 주는 현관타일이 깔끔하게 조화를 이룹니다. 발코니 창에 블라인드를 달아주고 팬던트등과 함께 매치 시키면 홈 카페 같은 분위기가 나니까 차 한잔 할 수 있을 것 같네요^^ 주방은 클래식 라인으로 시공하여 고풍스러우면서도 모던한 분위기를 주는 한샘의 클래식 주방 가구 라인으로 완성 되었습니다. 주방 가구와 마찬가지로 클라이언트의 취향이 묻어나는 클래식 라인의 붙박이장이 시공된 안방 입니다. 책장형 슬라이딩 도어를 설치해 공간을 색다르게 디자인 해 보았습니다.,"{""keywords"": [""현관문"", ""중문"", ""현관타일"", ""블라인드"", ""팬던트등"", ""홈 카페"", ""주방"", ""클래식 가구"", ""붙박이장"", ""슬라이딩 도어""], ""style"": [""모던"", ""클래식""], ""colors"": [""블랙"", ""화이트"", ""우드"", ""네이비""], ""lighting"": [""자연광"", ""인공조명""], ""space"": [""현관"", ""주방"", ""안방"", ""발코니""], ""furniture"": [""주방 가구"", ""붙박이장"", ""책장형 슬라이딩 도어""], ""mood"": [""편안함"", ""고풍스러움"", ""모던함""], ""composition"": ""현관과 주방이 조화를 이루는 구조"", ""camera_angle"": ""정면"", ""camera_params"": {""fov"": ""50mm"", ""aperture"": ""f/2.8"", ""iso"": ""100"", ""shutter"": ""1/60""}, ""negative"": []}"
28809,"제목: 인천 연수구 송도아메리칸타운아이파크, 대면형 주방으로 개방감이 있는 36평 아파트 인테리어 / 태그: 주방,무드화이트,키친핏,인덕션,올인원,올인원인덕션쿡탑,식기세척기,로봇청소기,정수기,엔지니어드스톤,키큰장,대면형 / 공간: spa_0001,spa_0009,spa_0010 / 스타일: sty_0004 / 예산: cos_0006","오늘 소개할 집은 대면형 주방이 특징인 인천 송도에 위치한 36평 아파트입니다. 대면형 주방도 20~30평대 아파트에서 충분히 활용할 수 있는 아이디어는 많습니다. 지친 몸과 마음을 편안하게 풀어줄 수 있는 아늑한 여유로운 주거공간을 소개합니다. 대면형 주방으로 주방 분위기를 따뜻하게 바꿔보세요. 주방은 가족들의 일상을 나누는 중요한 공간이기도 합니다. 기존의 벽을 마주한 인테리어는 가족들 사이에 거리감을 조성하곤 하죠. 대명형 주방으로 거리감을 허물고, 요리하는 동안에도 서로를 묻기 좋은 구조로 요리하고 웃는 따뜻한 공간으로 바꿀 수 있습니다.","{""keywords"": [""대면형 주방"", ""아파트"", ""인천 송도"", ""아늑한 공간"", ""가족"", ""요리""], ""style"": [""모던"", ""따뜻한"", ""편안한""], ""colors"": [""따뜻한 색조"", ""중립색"", ""베이지"", ""화이트""], ""lighting"": [""자연광"", ""부드러운 조명""], ""space"": [""주방"", ""거실"", ""식사 공간""], ""furniture"": [""주방 가구"", ""식탁"", ""의자""], ""mood"": [""편안함"", ""아늑함"", ""따뜻함""], ""composition"": ""대면형 주방과 거실이 연결된 구조"", ""camera_angle"": ""정면"", ""camera_params"": {""fov"": ""35mm"", ""aperture"": ""f/2.8"", ""iso"": ""200"", ""shutter"": ""1/60""}, ""negative"": [""혼잡한 공간"", ""차가운 색조"", ""어두운 조명""]}"
26361,"제목: 나만의 컬러로 물들인 유니크 하우스 / 태그: 거실장,오브제,tv장,다이닝테이블,벤치의자,드레스룸,빌트인,코너장,벽장,드레스룸,행거,오픈행거,미드센추리,조명,스탠드에어컨,반원형식탁,간이식탁,포인트체어,한샘식탁,발코니,발코니확장,리클라이너,1인체어,블랙앤화이트,믹스매치,LG오브제,ㄱ자주방,슬라이딩장,자녀방침대,자녀방책상,단독형책상,핑크톤가구,중문,3연동중문,파티션,호텔식침대,루바가구,뉴트럴화이트,루바,벽지,인테리어월,휴판넬,휴플로어,엠보,간접조명,한샘바스,샤워부스 / 공간: spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0003,spa_0007,spa_0011,spa_9999 / 스타일: sty_9999 / 예산: cos_0004","국제산장아파트의 주방은 폭이 좁기 때문에 자칫하면 주방이 답답해보일 수 있어요. 공간을 확보하고 답답하지 않은 주방을 꾸미기 위해 ㄱ자 구성으로 설계를 도와드렸습니다. 요즘에는 주방장에 딱 맞는 키친핏 냉장고 폭으로 깔끔하게 마감되는 것을 많이 선호하시는데요, 상, 하부장 앞 라인이 딱 맞는 라인으로 냉장고를 넣을 수 있도록 설계했어요. 구매 예정이신 LG오브제컨버터블패키지 3칸 냉장고가 모두 들어갈 수 있는 넓은 냉장고장입니다. 주방의 마감재 는 유로700 그레이스 제품으로 벨벳느낌의 고급스러운 사틴유리 재질입니다. 표면에 닿는 빛에 따라 무한히 변화하는 키친을 표현할 수 있어요. 상부장은 화이트, 하부장은 어두운 컬러로 믹스매치하여 개성을 더해주는 유니크한 주방을 완성했어요. 하부장과 자연스럽게 연결되는 블랙톤의 상판 으로 간결하고 고급스러운 주방 이미지를 연출하였습니다. 주방의 벽면은 상부장 혹은 하부장과 컬러톤을 맞춰주면 더 깔끔해보입니다. 이 현장은 상부장의 화이트톤에 맞춘 직사각형의 마블 타일을 깔아주었어요. 주방에 반 원형의 작은 간이 식탁만 두었으니, 거실에는 넉넉한 다이닝 식탁 으로 가족의 공간을 만들어보세요. 메인 식탁으로서 식사도 할 수 있는 공간이 되고, 초등생 자녀와 함께 학습도 하는 만능 일석이조 테이블입니다. 벤치형 의자 는 소파의 역할도 하기 때문에 편안하게 tv도 시청할 수 있어요. 거실에 스탠드 에어컨이 들어가다보니 다이닝 테이블 뒤쪽 공간이 남을텐데요, 뒤 남는 공간에는 다용도 수납장 을 설치해보세요. 선반장 내부는 초등자녀의 많은 수납을 해결해주는 수납 공간이 되기도 하고, 선반장 위는 각양각색의 오브제들로 나만의 개성을 표현할 수 있는 공간이 됩니다. 거실과 현관 사이 기존 벽체가 없는 경우에는 유리 파티션 으로 일반 벽보다 시야가 시원하게 트이도록 할 수 있어요. 한샘 밀란7 3연동 고급형 중문으로 편리성과 인테리어 효과를 두루 갖춰보세요. 물이 튀지 않고 쾌적하게 쓸 수 있는 샤워부스 도 설치했어요. 국제산장의 메인화장실은 넓지 않은 편인데요, 화장실 가로 폭이 좁은 경우 욕조 를 두는 것 보다 샤워부스나 파티션을 세우는 것이 공간 효율도 좋고 깔끔합니다. 한샘의 유로 503 침대 시리즈는 양쪽의 패널과 조명, 협탁으로 편리함까지 두루 갖춘 베스트 셀러 침대에요. 밝기 조절과 타이머 세팅까지 할 수 있는 프레임 조명으로 호캉스에 온 것 같은 기분을 내보세요. 루바 로 벽체 공사를 하기가 부담되신다면, 루바 디테일이 들어간 벽지로 인테리어 효과를 내보세요! 혼자서도 편히 숙면할 수 있도록 따뜻한 느낌의 패브릭 침대 프레임에 좋아하는 색으로 컬러포인트를 넣어보세요. 아이가 가장 좋아하는 공부방 을 만들 수 있습니다. 기둥의 폭에 맞추어 D340 책장폭의 파우더장 과 장식 선반장 을 설치해드렸습니다. 기둥을 품은 코너장 으로 깔끔하게 수납 공간을 완성했습니다. 맞은 편 자투리 공간에는 자주 꺼내입는 옷들을 걸어두는 오픈형 드레스룸 행거 를 설치했습니다. 아래 4단 서랍장은 속옷, 양말 이나 작은 아이 옷 들을 정리하기에 안성맞춤이에요.","{""keywords"": [""주방"", ""거실"", ""화장실"", ""침실"", ""공간 효율"", ""수납"", ""디자인""], ""style"": [""모던"", ""미니멀리즘"", ""고급스러움""], ""colors"": [""화이트"", ""어두운 컬러"", ""그레이"", ""블랙"", ""마블""], ""lighting"": [""자연광"", ""조명""], ""space"": [""좁은 주방"", ""넓은 거실"", ""화장실"", ""침실"", ""공부방""], ""furniture"": [""키친핏 냉장고"", ""다이닝 테이블"", ""벤치형 의자"", ""다용도 수납장"", ""샤워부스"", ""침대"", ""책장"", ""드레스룸 행거""], ""mood"": [""편안함"", ""아늑함"", ""실용성""], ""composition"": ""ㄱ자형 주방과 개방감 있는 거실, 효율적인 수납 공간"", ""camera_angle"": ""전면"", ""camera_params"": {""fov"": ""50"", ""aperture"": ""2.8"", ""iso"": ""100"", ""shutter"": ""1/60""}, ""negative"": [""혼잡함"", ""어지러움""]}"
10058,"제목: 모던,심플하게 변신한 30평대 아파트! / 태그: 복도,서재,투톤,일자주방 / 공간: spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0007,spa_0011 / 스타일: sty_0002 / 예산: cos_0008","바닥 : 휴장판 2.2T _ 비앙코카라라 아트월 : 월플러스_버실리아 두 제품을 활용하여 조화로운 분위기를 완성하였습니다. 상,하부장의 투톤계열의 자연스러운 분위기를 연출하며,주방발코니에 김치냉장고를 배치하여 동선의 최소화를 구현했습니다. [ 현관장 ] 무드화이트 현관장을 배치함으로 가성비와 통일감있는 모습을 구현했습니다.","{""keywords"": [""비앙코카라라"", ""버실리아"", ""주방"", ""현관"", ""김치냉장고""], ""style"": [""모던"", ""자연주의""], ""colors"": [""화이트"", ""그레이"", ""투톤""], ""lighting"": [""자연광"", ""부드러운 조명""], ""space"": [""주방"", ""발코니"", ""현관""], ""furniture"": [""상부장"", ""하부장"", ""김치냉장고"", ""현관장""], ""mood"": [""조화로운"", ""편안한""], ""composition"": ""주방과 현관이 연결된 공간"", ""camera_angle"": ""45도"", ""camera_params"": {""fov"": ""35mm"", ""aperture"": ""f/4"", ""iso"": ""200"", ""shutter"": ""1/60""}, ""negative"": []}"
23309,"제목: 넓어 보이는 인테리어 / 태그: 1자주방,1자키친,ㅡ자주방,ㅡ자키친,거울도어,현관거울,현관타일,현관장,무드베이지,복도,매립등,슬라이딩도어,강마루,HD강마루,비스포크냉장고,오크,플렌테리어,10평대인테리어,내추럴인테리어,심플인테리어,모던인테리어,오크식탁,매립등,오크식탁,매립등,오크테이블,오크식탁,매립등,오크테이블,책장,내추럴인테리어,화이트인테리어,신혼인테리어,10평대인테리어,키친상부장조명,키친간접조명,한샘밀란창호,키큰장,매립등,타일욕실,젠다이,간접조명,오크상부장,해바라기수전,파티션,템바보드,화이트인테리어,간접조명,침실조명,템바보드,화이트인테리어,간접조명,침실조명,신혼집인테리어,화이트인테리어,1자주방,1자키친,ㅡ자키친,ㅡ자주방,피아노타일,화이트주방,10평대인테리어,신혼인테리어 / 공간: spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_0011,spa_9999 / 스타일: sty_0004 / 예산: cos_0005","집의 첫인상인 현관입니다! 깔끔하면서 따뜻한 느낌의 아이보리 컬러 타일로 꾸며 봤는데요 타일의 사이즈는 600*600사이즈로 공간을 더 넓어 보일 수 있도록 했습니다. 현관장 상품은 무드 베이지 행잉형으로 하부에 간접 조명을 넣어서 트렌디함을, 거울 도어를 사용해 실용적인 점까지 생각했습니다. 중문은 고객님의 니즈나 선호도에 따라 추가 하실 수 있습니다 : )","{""keywords"": [""현관"", ""타일"", ""행잉형"", ""거울 도어"", ""간접 조명""], ""style"": [""모던"", ""트렌디""], ""colors"": [""아이보리"", ""베이지""], ""lighting"": [""간접 조명"", ""자연광""], ""space"": [""현관""], ""furniture"": [""현관장"", ""거울""], ""mood"": [""깔끔"", ""따뜻한""], ""composition"": ""중앙에 현관장이 위치하고, 타일 바닥이 넓어 보이도록 배치됨."", ""camera_angle"": ""정면"", ""camera_params"": {""fov"": ""50"", ""aperture"": ""2.8"", ""iso"": ""100"", ""shutter"": ""1/60""}, ""negative"": []}"
17025,"제목: 대연삼익그린타운 31평 상부장 없는 싱크대로 쾌적한 개방감을! / 태그: 거실비확장,거실샤시필름,거실창호필름,거실인테리어,30평대거실인테리어,30평대거실,거실조명,거실우물천장,삼연동중문,초슬림중문,고시형중문,중문디자인,중문인테리어,중문리모델링,아일랜드상판,주방싱크대상판,주방대리석상판,아일랜드상판확장,상부장없는싱크대,주방,30평대주방,30평대싱크대,싱크대구조,ㄱ자싱크대,한샘싱크대,한샘수퍼플랫화이트,한샘플랫화이트,한샘플랫화이트추천,한샘플랫화이트시공후기 / 공간: spa_0008,spa_0001,spa_0009,spa_0010,spa_0007,spa_0004,spa_0011,spa_9999 / 스타일: sty_0002 / 예산: cos_0006","현관 interior tip -! 가벽에 측면 유리 타공을 통해 답답하지 않지 않게. 현관은 파티션 타공으로 현관-거실 공간을 분리해주었으며 측면에는 유리를 통해 답답하지 않은 현관 인테리어를 완성했어요. 거실 욕실 거실 욕실은 샤워 부스 대신 공간 활용도를 높혀주는 파티션을 설치했고 침실 마무리로 방은 차분함과 밝음을 동시에 느낄 수 있는 연그레이 컬러의 실크벽지, 그리고 화이트 몰딩/걸레받이로 심플함을 더해 대연동 삼익그린타운 31평 리모델링을 마무리를 했습니다.","{""keywords"": [""현관"", ""파티션"", ""유리"", ""거실"", ""욕실"", ""침실"", ""리모델링""], ""style"": [""모던"", ""심플""], ""colors"": [""연그레이"", ""화이트""], ""lighting"": [""밝은 조명"", ""자연광""], ""space"": [""현관"", ""거실"", ""욕실"", ""침실""], ""furniture"": [""파티션"", ""샤워 부스""], ""mood"": [""차분함"", ""편안함""], ""composition"": ""현관과 거실이 파티션으로 구분된 구조"", ""camera_angle"": ""정면"", ""camera_params"": {""fov"": ""50mm"", ""aperture"": ""f/4"", ""iso"": ""200"", ""shutter"": ""1/60""}, ""negative"": []}"
20886,"제목: 월성동 월성 삼성 래미안 아파트 33평, 가성비 좋은 네추럴 화이트 인테리어 / 태그: 드레스룸,아일랜드장,무드화이트,일자주방,좁은아일랜드,6인용식탁,대형식탁,수납,붙박이장,수납장,여닫이,아이방,자녀방,책상,책장,아트월,월플러스,간접등,우물천장,거실포인트,원도어슬라이딩,화이트중문,타일욕실,가성비,디자인욕실 / 공간: spa_0008,spa_0001,spa_0009,spa_0006,spa_0010,spa_0003,spa_0007,spa_0011,spa_9999 / 스타일: sty_0002 / 예산: cos_0007","현장정보 - 평형 : 109㎡ (33평형) - 공사범위 : 현관, 주방, 거실, 욕실, 붙박이장, 드레스룸 - 공사기간 : 4주 리모델링 포인트 네추럴 한 무드의 쉬고 싶은 공간 주요자재 - 한샘 장판 4.5t - 원도어 슬라이딩 중문 - 한샘 키친 ML무드화이트 현관 원도어 슬라이딩 중문으로 개방감있는 현관 화이트톤 벽면과 동일한 화이트 프레임의 중문으로 설계해 일체감있는 벽면으로 디자인해 확장성이 느껴지는 현관 입구의 모습입니다. 깔금하게 연출하시고 싶은 고객님들께 추천드리는 중문 제품입니다. 거실 따뜻한 공간, 쉬고 싶은 우리집 따뜻한 베이지톤의 아트월 한샘 월플러스 제품을 포인트로 사용 된 인테리어로, 아늑함을 느끼실 수 있는 거실 디자인입니다. 안방 붙박이장으로 넉넉히 챙긴 수납 안방 한 벽면에 붙박이장을 시공해 수납력을 챙겨 드렸습니다. 화이트 톤의 붙박이장과 같은 톤의 실크 벽지를 선택해 일면처럼 보일 수 있도록 디자인 된 제품입니다. 드레스룸 시스템 행거로 편집샵 같은 드레스룸 다양한 종류의 옷이 많으시다면 짧은 옷, 긴옷, 이너웨어를 수납할 서랍형태 등 다양한 구성이 준비되어있는 한샘 시스템 행거를 추천드립니다.","{""keywords"": [""현관"", ""주방"", ""거실"", ""욕실"", ""붙박이장"", ""드레스룸"", ""리모델링"", ""네추럴"", ""아늑함""], ""style"": [""네추럴"", ""모던"", ""미니멀리즘""], ""colors"": [""화이트"", ""베이지"", ""실크""], ""lighting"": [""따뜻한 조명"", ""자연광""], ""space"": [""109㎡"", ""33평형""], ""furniture"": [""원도어 슬라이딩 중문"", ""한샘 키친 ML무드화이트"", ""붙박이장"", ""시스템 행거""], ""mood"": [""편안함"", ""아늑함"", ""쉬고 싶은 공간""], ""composition"": ""현관, 거실, 안방, 드레스룸이 조화를 이루는 구조"", ""camera_angle"": ""전면"", ""camera_params"": {""fov"": ""50mm"", ""aperture"": ""f/2.8"", ""iso"": ""200"", ""shutter"": ""1/60""}, ""negative"": []}"
25700,"제목: [입주예정] DMC파인시티자이 113D, 아트월 월넛으로 CLASSY한 30대 부부의 침실 / 태그: 게스트룸,유로503호텔침대,침대프레임SS,협탁,바흐겐트소파,디오소파테이블,플랫갤러리장,월플러스,거실러그,유로503아트월월넛,침대프레임,협탁,멀티패널,템바보드,포셀린식탁,한샘도무스T1901,펜던트조명,한샘플랫서재,컴퓨터책상,장식책장,붙박이장 / 공간: spa_0001,spa_0009,spa_0002,spa_0005,spa_9999 / 스타일: sty_0002 / 예산: cos_0004","겐트 소파의 탄브라운 컬러와 블랙 컬러의 조합하여 단조로움을 탈피했습니다. 한샘 신제품 ""겐트""소파는 세미에닐린 소파로 가죽의 고급스러움과, 촉촉함을 직접 느낄 수 있는 멋진 소파입니다. 더운 여름철 비싼 호캉스는 그만! 매일 집에서 호텔에 온 듯한 느낌을 연출해 보세요. 양쪽에 패널을 배치하여 간단한 안경 및 핸드폰을 두고 편히 잠에만 집중할 수 있답니다. 한샘 베스트셀러인 이유가 있습니다! 가구 하나만 두어도 인테리어 공사를 한듯한 효과를 누리실 수 있습니다. 우리 부부의 공동 서재 주말에 같이 취미를 공유할 수 있는 서재 방입니다. 한샘 플랫 책장+ 책상을 배치 하여 심미성과 편리함 두 마리 토끼 를 잡아보세요! 따뜻한 난색 계열 의 책상+책장 컬러가 방을 화사하게 만들어줍니다. 유행타지 않고, 오래 쓰실 수 있는 플랫 책상+책장입니다. 책상의 길이는 1800 사이즈를 배치 해 보았는데요 한 책상을 두고 맞은편에 의자 두 개를 배치하여 두 분이 동시에 쓰실 수 있는 제품입니다. 지방에서 올라오는 부모님, 놀러 온 친구들이 편히 쉴 수 있는 게스트룸입니다. 한샘 503 월넛 SS 2세트를 배치해 보았습니다. 안방과 같은 월넛 색을 매치하여 세트인 느낌을 줍니다. 나중에 안방 침대와 연결하여 패밀리 침대로도 쓸 수 있는 아주 매력 있는 아이템입니다!","{""keywords"": [""겐트 소파"", ""세미에닐린 소파"", ""서재"", ""게스트룸"", ""책장"", ""책상""], ""style"": [""모던"", ""미니멀리즘""], ""colors"": [""탄브라운"", ""블랙"", ""난색 계열"", ""월넛""], ""lighting"": [""따뜻한 조명""], ""space"": [""거실"", ""서재"", ""게스트룸""], ""furniture"": [""겐트 소파"", ""플랫 책장"", ""책상"", ""의자"", ""월넛 SS 2세트""], ""mood"": [""아늑함"", ""편안함"", ""고급스러움""], ""composition"": ""소파와 책상이 조화를 이루는 공간"", ""camera_angle"": ""전면"", ""camera_params"": {""fov"": ""50"", ""aperture"": ""2.8"", ""iso"": ""100"", ""shutter"": ""1/60""}, ""negative"": []}"
